Filename,Gate count,Depth,2qb gate count,2qb depth,Time elapsed
ising_model_16.qasm,586.0,130.0,224.0,67.0,3.9368920000000003
mod8-10_178.qasm,1331.0,708.0,487.0,386.0,11.813087000000053
rd84_142.qasm,1433.0,505.0,530.0,279.0,12.952526000000034
ex3_229.qasm,1502.0,775.0,548.0,426.0,14.245726999999988
4gt4-v0_73.qasm,1523.0,831.0,562.0,451.0,13.597569000000021
pf1_30_after.qasm,,,,,
pf1_30_before.qasm,,,,,
mod8-10_177.qasm,1760.0,942.0,642.0,508.0,15.00207400000005
alu-v2_31.qasm,1611.0,895.0,590.0,487.0,16.502560000000017
rd53_131.qasm,1733.0,895.0,629.0,476.0,15.66722500000003
C17_204.qasm,1716.0,900.0,629.0,491.0,15.328951000000018
cnt3-5_180.qasm,1800.0,766.0,660.0,419.0,16.82181700000001
alu-v2_30.qasm,1864.0,958.0,690.0,527.0,18.68807800000002
mod5adder_127.qasm,2122.0,1080.0,778.0,585.0,20.74264500000004
qft_16.qasm,2213.0,617.0,810.0,336.0,19.186953000000017
pf1_40_before.qasm,,,,,
pf2_20_before.qasm,,,,,
pf1_40_after.qasm,,,,,
rd53_133.qasm,2034.0,1109.0,743.0,601.0,19.22564399999999
pf2_10_after.qasm,1967.0,863.0,775.0,475.0,17.157481000000075
majority_239.qasm,2378.0,1257.0,865.0,673.0,22.476606999999944
ex2_227.qasm,2475.0,1232.0,908.0,668.0,25.840876999999978
cm82a_208.qasm,2320.0,1169.0,845.0,631.0,22.468782999999917
pf1_50_before.qasm,,,,,
pf1_50_after.qasm,,,,,
sf_274.qasm,2920.0,1549.0,1073.0,838.0,27.580430999999862
sf_276.qasm,2761.0,1497.0,1010.0,810.0,27.360058999999865
pf2_30_before.qasm,,,,,
con1_216.qasm,3758.0,1854.0,1387.0,1019.0,34.651907999999935
wim_266.qasm,3544.0,1831.0,1294.0,983.0,34.14098200000001
rd53_130.qasm,4013.0,1993.0,1477.0,1087.0,39.07402999999999
pf2_40_before.qasm,,,,,
pf2_20_after.qasm,,,,,
f2_232.qasm,4601.0,2417.0,1676.0,1302.0,42.860469999999964
cm152a_212.qasm,4400.0,2318.0,1611.0,1260.0,39.594024000000104
rd53_251.qasm,5013.0,2550.0,1849.0,1399.0,48.036558000000014
hwb5_53.qasm,5085.0,2683.0,1876.0,1454.0,48.64817800000003
pf2_50_before.qasm,,,,,
pf4_10_before.qasm,3403.0,1783.0,1338.0,967.0,34.328893999999764
cm42a_207.qasm,6388.0,3221.0,2354.0,1755.0,59.39879999999994
pm1_249.qasm,6673.0,3369.0,2465.0,1827.0,68.57314100000008
pf2_30_after.qasm,,,,,
dc1_220.qasm,6859.0,3646.0,2533.0,1973.0,71.04187300000012
squar5_261.qasm,7697.0,3821.0,2865.0,2079.0,65.55207799999994
pf2_40_after.qasm,,,,,
pf4_20_before.qasm,,,,,
pf4_10_after.qasm,2907.0,1777.0,1310.0,1043.0,25.06839200000013
pf2_50_after.qasm,,,,,
sqrt8_260.qasm,11771.0,6015.0,4371.0,3277.0,104.66088700000023
z4_268.qasm,11594.0,5818.0,4293.0,3180.0,104.65403100000026
radd_250.qasm,12331.0,6315.0,4551.0,3419.0,149.7774370000002
adr4_197.qasm,13153.0,6622.0,4880.0,3599.0,160.5990760000002
sym6_145.qasm,14065.0,7563.0,5129.0,4088.0,206.43870000000015
pf4_30_before.qasm,,,,,
misex1_241.qasm,18142.0,9375.0,6757.0,5127.0,261.95652199999995
rd73_252.qasm,19964.0,10130.0,7357.0,5489.0,244.17482900000005
pf4_20_after.qasm,,,,,
cycle10_2_110.qasm,24737.0,12487.0,9152.0,6745.0,333.44469400000025
hwb6_56.qasm,25134.0,13240.0,9245.0,7207.0,344.9987759999999
square_root_7.qasm,28747.0,13880.0,10724.0,7574.0,371.5636720000002
pf4_30_after.qasm,,,,,
ham15_107.qasm,33033.0,17171.0,12215.0,9352.0,283.3936140000005
dc2_222.qasm,37993.0,19086.0,14133.0,10405.0,385.7698620000001
