Filename,Gate count,Depth,2qb gate count,2qb depth,Time elapsed
pf1_50_after.qasm,3395,1454,1356,802,26.840186000000017
sf_274.qasm,2530,1441,931,781,23.015864999999962
sf_276.qasm,2463,1399,917,756,27.39244400000007
pf2_30_before.qasm,2984,1374,1182,747,33.165647000000035
con1_216.qasm,3238,1698,1207,936,34.95624599999985
wim_266.qasm,3348,1715,1257,938,37.10254000000009
rd53_130.qasm,3398,1819,1249,979,30.54936399999997
pf2_40_before.qasm,5037,2189,2017,1202,47.191580999999815
pf2_20_after.qasm,2820,1344,1130,734,27.290125000000216
f2_232.qasm,3980,2121,1500,1166,37.068946000000324
cm152a_212.qasm,4201,2231,1580,1219,45.407781000000114
rd53_251.qasm,4333,2375,1613,1286,48.75400000000013
hwb5_53.qasm,4363,2481,1630,1353,48.46248299999979
pf2_50_before.qasm,6192,2819,2502,1567,63.261122000000114
pf4_10_before.qasm,3466,1874,1368,1017,45.65818399999989
cm42a_207.qasm,6219,3151,2334,1721,70.137923
pm1_249.qasm,6233,3213,2349,1760,66.43986199999995
pf2_30_after.qasm,6524,2696,2610,1485,55.85426899999993
dc1_220.qasm,6425,3402,2396,1851,65.08188700000005
squar5_261.qasm,7058,3606,2650,1965,87.70591799999988
pf2_40_after.qasm,8082,3430,3263,1909,70.61710099999982
pf4_20_before.qasm,9022,4317,3602,2357,114.32917699999962
pf4_10_after.qasm,6911,3450,2755,1903,77.37432899999976
pf2_50_after.qasm,12814,4901,5156,2716,126.93054299999994
sqrt8_260.qasm,10726,5541,4038,3029,193.35833000000002
z4_268.qasm,11120,5609,4186,3066,136.28652199999988
radd_250.qasm,11489,5944,4295,3227,129.16686800000025
adr4_197.qasm,11793,6087,4416,3315,128.99375699999973
sym6_145.qasm,12731,7125,4757,3894,144.26015999999981
pf4_30_before.qasm,13607,5788,5392,3159,201.2420649999999
misex1_241.qasm,17176,8938,6462,4863,270.8721959999998
rd73_252.qasm,18082,9519,6775,5202,280.72748800000045
pf4_20_after.qasm,15194,6450,6076,3551,274.84415699999954
cycle10_2_110.qasm,22003,11447,8270,6234,330.62683800000013
hwb6_56.qasm,22961,12421,8609,6789,277.25986099999955
square_root_7.qasm,26737,13181,10046,7185,293.00107899999966
pf4_30_after.qasm,26138,9817,10410,5428,272.9424429999999
ham15_107.qasm,30873,16232,11630,8879,338.07302999999956
dc2_222.qasm,34633,17799,13019,9692,373.26284899999973
