Filename,Gate count,Depth,2qb gate count,2qb depth,Time elapsed
pf1_50_before.qasm,21121.0,5823.0,2016.0,1131.0,331.78182196617126
pf1_50_after.qasm,14091.0,5362.0,1371.0,1089.0,183.65255093574524
sf_274.qasm,6550.0,3104.0,784.0,679.0,90.89590787887573
sf_276.qasm,6086.0,2873.0,735.0,633.0,33.55007004737854
pf2_30_before.qasm,16289.0,5459.0,1631.0,1095.0,73.55859994888306
con1_216.qasm,8585.0,3928.0,1003.0,842.0,39.01285195350647
wim_266.qasm,10913.0,4676.0,1196.0,991.0,51.15303301811218
rd53_130.qasm,10842.0,4977.0,1206.0,1029.0,57.520435094833374
pf2_40_before.qasm,27898.0,8370.0,2754.0,1667.0,154.49264979362488
pf2_20_after.qasm,14700.0,5243.0,1594.0,1093.0,76.66095995903015
f2_232.qasm,10638.0,5118.0,1236.0,1081.0,51.159754037857056
cm152a_212.qasm,12988.0,6073.0,1455.0,1261.0,70.59878873825073
rd53_251.qasm,11442.0,5293.0,1347.0,1150.0,51.66692399978638
hwb5_53.qasm,11019.0,5572.0,1345.0,1224.0,54.31292486190796
pf2_50_before.qasm,33362.0,10006.0,3260.0,1970.0,163.52424788475037
pf4_10_before.qasm,12770.0,6419.0,1522.0,1407.0,97.44961094856262
cm42a_207.qasm,19204.0,8155.0,2124.0,1714.0,80.90345692634583
pm1_249.qasm,19358.0,8600.0,2141.0,1790.0,90.79153299331665
pf2_30_after.qasm,28540.0,10321.0,2918.0,2120.0,177.1365818977356
dc1_220.qasm,20013.0,8758.0,2231.0,1840.0,13663.124205112457
squar5_261.qasm,20946.0,8505.0,2319.0,1797.0,145.768483877182
pf2_40_after.qasm,32536.0,11545.0,3438.0,2398.0,215.21307802200317
pf4_20_before.qasm,38206.0,14665.0,4141.0,3033.0,210.58303475379944
pf4_10_after.qasm,25557.0,11168.0,2967.0,2355.0,200.67417097091675
pf2_50_after.qasm,52659.0,18566.0,5266.0,3765.0,471.9831781387329
sqrt8_260.qasm,30539.0,13624.0,3425.0,2862.0,169.1773018836975
z4_268.qasm,34336.0,15038.0,3778.0,3089.0,159.15632009506226
radd_250.qasm,33653.0,14802.0,3783.0,3116.0,156.81278371810913
adr4_197.qasm,37507.0,15574.0,4160.0,3272.0,178.3087282180786
sym6_145.qasm,36437.0,17612.0,4188.0,3713.0,182.36172699928284
pf4_30_before.qasm,57822.0,22711.0,6264.0,4754.0,426.846284866333
misex1_241.qasm,47111.0,20538.0,5347.0,4400.0,287.98230028152466
rd73_252.qasm,53564.0,23464.0,6037.0,4934.0,348.7558526992798
pf4_20_after.qasm,53826.0,21546.0,6158.0,4592.0,402.3533251285553
cycle10_2_110.qasm,60851.0,28225.0,6870.0,5916.0,458.2852759361267
hwb6_56.qasm,61116.0,28609.0,7188.0,6175.0,368.4005517959595
square_root_7.qasm,73711.0,30064.0,8500.0,6600.0,583.0333502292633
pf4_30_after.qasm,,,,,
ham15_107.qasm,96045.0,41641.0,10645.0,8717.0,611.4912660121918
dc2_222.qasm,,,,,
