Filename,Gate count,Depth,2qb gate count,2qb depth,Time elapsed
pf2_10_after.qasm,2099,1148,334,249,0.36143599999999765
majority_239.qasm,2867,1445,507,433,0.353472
ex2_227.qasm,3401,1819,611,555,0.346032000000001
cm82a_208.qasm,3112,1572,553,479,0.2770169999999972
pf1_50_before.qasm,3176,1912,546,450,0.7371179999999988
pf1_50_after.qasm,3159,1900,552,456,0.6282449999999997
sf_274.qasm,4063,2193,712,658,0.46040800000000104
sf_276.qasm,3636,1877,637,577,0.40522100000000094
pf2_30_before.qasm,3599,2275,606,528,0.6600379999999966
con1_216.qasm,4714,2372,838,703,0.5269060000000003
wim_266.qasm,4852,2426,868,736,0.46551299999999785
rd53_130.qasm,5130,2664,909,804,0.5273499999999984
pf2_40_before.qasm,4679,2967,792,695,0.9475150000000028
pf2_20_after.qasm,5224,2729,871,635,0.8419950000000043
f2_232.qasm,5834,3023,1040,905,0.556711
cm152a_212.qasm,6457,3283,1164,998,0.594656999999998
rd53_251.qasm,6661,3425,1185,1039,0.7401270000000011
hwb5_53.qasm,6634,3727,1181,1120,0.6704800000000048
pf2_50_before.qasm,6509,3930,1122,937,1.3985389999999995
pf4_10_before.qasm,5034,3213,852,702,0.8172459999999901
cm42a_207.qasm,9961,4907,1808,1524,0.8400140000000036
pm1_249.qasm,9961,4907,1808,1524,0.8339709999999982
pf2_30_after.qasm,7324,4000,1201,918,1.2871489999999994
dc1_220.qasm,9295,4802,1662,1455,0.8393599999999992
squar5_261.qasm,10021,5085,1782,1533,0.8995269999999991
pf2_40_after.qasm,9954,5146,1639,1173,1.929862000000007
pf4_20_before.qasm,11349,7403,1957,1720,1.8958760000000012
pf4_10_after.qasm,9734,5219,1534,1137,1.6675320000000013
pf2_50_after.qasm,13194,6837,2201,1608,3.091414999999998
sqrt8_260.qasm,16400,8397,2959,2545,1.5532090000000096
z4_268.qasm,16192,8062,2914,2450,1.589186000000005
radd_250.qasm,17344,8601,3140,2653,1.448869000000002
adr4_197.qasm,18433,9279,3340,2832,1.7630320000000097
sym6_145.qasm,20205,10612,3652,3223,1.6417859999999962
pf4_30_before.qasm,16463,10858,2827,2509,3.1771340000000095
misex1_241.qasm,24592,13020,4400,3907,2.2204849999999965
rd73_252.qasm,29186,14429,5277,4385,2.698553000000018
pf4_20_after.qasm,21537,11912,3467,2648,3.906397999999996
cycle10_2_110.qasm,34975,18079,6379,5575,3.2261470000000116
hwb6_56.qasm,34605,18534,6219,5595,3.282352000000003
square_root_7.qasm,47893,23114,8990,7159,36.788191
pf4_30_after.qasm,30403,17317,4807,3770,7.089189000000005
ham15_107.qasm,52281,26156,9570,8039,5.0808219999999835
dc2_222.qasm,51495,26126,9312,7978,5.728455999999994
