Filename,Gate count,Depth,2qb gate count,2qb depth,Time elapsed
sf_274.qasm,1738,896,336,300,15.00043797492981
sf_276.qasm,1722,898,336,301,15.052401065826416
pf2_30_before.qasm,1781,1181,358,358,33.589513063430786
con1_216.qasm,2203,1044,414,346,17.39046812057495
wim_266.qasm,2249,1065,427,352,18.96323585510254
rd53_130.qasm,2338,1149,448,383,19.980457067489624
pf2_40_before.qasm,2383,1573,478,478,52.37601017951965
pf2_20_after.qasm,2299,1410,516,414,28.93639612197876
f2_232.qasm,2759,1348,525,449,23.070719957351685
cm152a_212.qasm,2822,1389,532,461,21.443961143493652
rd53_251.qasm,2934,1482,563,491,24.300076723098755
hwb5_53.qasm,2996,1587,595,530,26.101859092712402
pf2_50_before.qasm,3009,1978,598,598,74.38900709152222
pf4_10_before.qasm,2714,1938,582,582,32.87312173843384
cm42a_207.qasm,4028,1892,771,634,32.74038219451904
pm1_249.qasm,4020,1886,771,634,32.20930099487305
pf2_30_after.qasm,3490,2122,776,614,47.915539026260376
dc1_220.qasm,4378,2113,833,705,32.89905786514282
squar5_261.qasm,4575,2176,869,720,34.12611794471741
pf2_40_after.qasm,4664,2859,1036,814,74.26458382606506
pf4_20_before.qasm,5543,3982,1182,1182,76.12381267547607
pf4_10_after.qasm,5132,3295,1192,982,53.05983591079712
pf2_50_after.qasm,5792,3527,1296,1014,113.3899040222168
sqrt8_260.qasm,6866,3353,1313,1121,37.97991609573364
z4_268.qasm,7050,3318,1342,1112,38.775548219680786
radd_250.qasm,7388,3625,1405,1210,40.95876097679138
adr4_197.qasm,7905,3756,1492,1246,42.03674864768982
sym6_145.qasm,8780,4451,1701,1499,49.88985800743103
pf4_30_before.qasm,8422,6081,1782,1782,89.3341109752655
misex1_241.qasm,10995,5368,2100,1797,57.690271854400635
rd73_252.qasm,12109,5874,2316,1963,65.55087018013
pf4_20_after.qasm,10352,6517,2412,1902,82.83204102516174
cycle10_2_110.qasm,13829,6776,2639,2269,69.66867589950562
hwb6_56.qasm,15215,7692,2944,2554,81.2558901309967
square_root_7.qasm,13736,6272,3089,2514,78.21066308021545
pf4_30_after.qasm,15561,9798,3632,2822,137.13535618782043
ham15_107.qasm,20076,9736,3841,3257,109.31502676010132
dc2_222.qasm,21607,10473,4130,3517,115.85717606544495
